start_date,sample_size,population,candidate,approve,disapprove,total
2021-02-25,631,a,Biden,97,3,100
2021-02-26,1992,rv,Biden,60,30,90
2021-02-26,621,rv,Biden,31,58,89
2021-02-26,798,rv,Biden,87,9,96
2021-02-27,1500,a,Biden,52,35,87
2021-03-02,963,a,Biden,54,39,93
2021-03-03,1009,a,Biden,60,34,94
2021-03-03,1227,a,Biden,62,30,92
2021-03-04,1629,a,Biden,51,33,84
2021-03-04,605,a,Biden,87,8,95
2021-03-05,2839,a,Biden,65,35,100
2021-03-06,1500,a,Biden,51,36,87
2021-03-11,1001,rv,Biden,64,32,96
2021-03-11,1000,a,Biden,68,32,100
2021-03-12,2839,rv,Biden,65,35,100
2021-03-12,1993,rv,Biden,66,27,93
2021-03-12,618,rv,Biden,34,57,91
2021-03-12,861,rv,Biden,91,5,96
2021-03-13,1500,a,Biden,55,33,88
2021-03-15,1008,rv,Biden,55,34,89
2021-03-17,1100,a,Biden,64,31,95
2021-03-17,1310,rv,Biden,58,37,95
2021-03-20,1500,a,Biden,52,36,88
2021-03-21,1500,v,Biden,60,21,81
2021-03-22,1000,lv,Biden,53,44,97
2021-03-22,1309,a,Biden,65,28,93
2021-03-22,1167,rv,Biden,64,29,93
2021-03-23,1606,a,Biden,56,31,87
2021-03-24,696,rv,Biden,94,6,100
2021-03-24,1945,rv,Biden,71,29,100
2021-03-24,1882,rv,Biden,69,31,100
2021-03-24,677,rv,Biden,44,56,100
2021-03-25,1166,a,Biden,73,26,99
2021-03-25,2200,a,Biden,58,34,92
2021-03-25,635,a,Biden,22,72,94
2021-03-25,890,a,Biden,87,9,96
2021-03-25,676,a,Biden,54,33,87
2021-03-25,1002,rv,Biden,63,32,95
2021-03-26,2043,rv,Biden,64,30,94
2021-03-26,639,rv,Biden,32,61,93
2021-03-26,837,rv,Biden,90,7,97
2021-03-27,1256,rv,Biden,54,36,90
2021-03-27,1496,a,Biden,52,34,86
2021-04-02,1011,rv,Biden,93,7,100
2021-04-02,2732,rv,Biden,68,32,100
2021-04-02,983,rv,Biden,41,59,100
2021-04-02,683,rv,Biden,72,28,100
2021-04-03,1500,a,Biden,54,34,88
2021-04-06,1244,a,Biden,59,36,95
2021-04-06,1649,a,Biden,56,33,89
2021-04-07,1000,rv,Biden,57,31,88
2021-04-08,802,a,Biden,62,28,90
2021-04-08,1237,a,Biden,64,29,93
2021-04-08,1256,rv,Biden,62,34,96
2021-04-09,1992,rv,Biden,63,29,92
2021-04-09,621,rv,Biden,33,58,91
2021-04-09,861,rv,Biden,89,6,95
2021-04-09,3766,rv,Biden,67,33,100
2021-04-09,1356,rv,Biden,39,61,100
2021-04-09,1393,rv,Biden,94,6,100
2021-04-09,941,rv,Biden,66,34,100
2021-04-10,1500,a,Biden,54,35,89
2021-04-12,4423,a,Biden,65,29,94
2021-04-12,4423,a,Biden,64,29,93
2021-04-12,1575,a,Biden,38,56,94
2021-04-12,2070,a,Biden,90,8,98
2021-04-15,1025,rv,Biden,59,41,100
2021-04-16,1043,rv,Biden,59,33,92
2021-04-17,1500,a,Biden,52,36,88
2021-04-17,988,rv,Biden,65,31,96
2021-04-17,1100,a,Biden,64,31,95
2021-04-17,1000,a,Biden,69,27,96
2021-04-18,1002,rv,Biden,58,34,92
2021-04-18,1007,a,Biden,64,31,95
2021-04-21,1004,a,Biden,66,31,97
2021-04-22,989,rv,Biden,62,35,97
2021-04-24,1991,rv,Biden,67,26,93
2021-04-24,812,rv,Biden,95,3,98
2021-04-25,1500,a,Biden,54,34,88
2021-04-26,2819,rv,Biden,67,33,100
2021-04-26,1015,rv,Biden,41,59,100
2021-04-26,1043,rv,Biden,92,8,100
2021-04-26,705,rv,Biden,70,30,100
2021-04-27,1864,rv,Biden,69,31,100
2021-04-27,1558,a,Biden,57,32,89
2021-04-27,666,rv,Biden,44,56,100
2021-04-27,693,rv,Biden,92,8,100
2021-04-29,1842,a,Biden,71,27,98
2021-04-29,682,a,Biden,47,53,100
2021-04-29,847,a,Biden,96,3,99
2021-05-01,1500,a,Biden,52,36,88
2021-05-03,939,rv,Biden,68,32,100
2021-05-04,1249,a,Biden,66,29,95
2021-05-04,1075,rv,Biden,67,30,97
2021-05-06,1000,rv,Biden,64,31,95
2021-05-07,1994,rv,Biden,65,30,95
2021-05-07,627,rv,Biden,35,57,92
2021-05-07,830,rv,Biden,92,6,98
2021-05-08,1500,a,Biden,52,37,89
2021-05-11,1561,a,Biden,54,35,89
2021-05-14,1132,rv,Biden,64,31,95
2021-05-15,1500,a,Biden,55,35,90
2021-05-15,1613,a,Biden,59,36,95
2021-05-15,609,a,Biden,29,68,97
2021-05-15,746,a,Biden,91,7,98
2021-05-17,987,rv,Biden,64,32,96
2021-05-17,1889,rv,Biden,68,32,100
2021-05-17,680,rv,Biden,42,58,100
2021-05-17,699,rv,Biden,93,7,100
2021-05-17,1100,a,Biden,64,32,96
2021-05-18,1316,a,Biden,65,30,95
2021-05-20,1204,rv,Biden,62,34,96
2021-05-22,1500,a,Biden,55,35,90
2021-05-22,1003,rv,Biden,64,34,98
2021-05-24,1588,a,Biden,54,34,88
2021-05-25,900,lv,Biden,59,39,98
2021-05-29,1500,a,Biden,53,35,88
2021-06-04,1753,rv,Biden,52,38,90
2021-06-06,1500,a,Biden,54,35,89
2021-06-07,1885,rv,Biden,67,33,100
2021-06-07,679,rv,Biden,40,60,100
2021-06-07,697,rv,Biden,93,7,100
2021-06-10,1001,rv,Biden,62,35,97
2021-06-10,1125,a,Biden,68,31,99
2021-06-11,1994,rv,Biden,61,33,94
2021-06-11,708,rv,Biden,33,60,93
2021-06-11,761,rv,Biden,90,8,98
2021-06-11,4420,a,Biden,64,28,92
2021-06-11,1583,a,Biden,41,53,94
2021-06-11,2015,a,Biden,91,8,99
2021-06-13,1500,a,Biden,53,35,88
2021-06-17,1100,a,Biden,61,33,94
2021-06-18,1001,rv,Biden,62,30,92
2021-06-19,1001,rv,Biden,64,34,98
2021-06-20,1500,a,Biden,55,33,88
2021-06-22,1115,a,Biden,64,31,95
2021-06-22,1592,a,Biden,59,32,91
2021-06-24,1000,rv,Biden,64,33,97
2021-06-25,1989,rv,Biden,61,33,94
2021-06-25,754,rv,Biden,32,61,93
2021-06-25,778,rv,Biden,90,7,97
2021-06-26,1500,a,Biden,52,37,89
2021-06-27,907,a,Biden,62,31,93
2021-06-30,1424,a,Biden,53,24,77
2021-07-03,1500,a,Biden,55,32,87
2021-07-08,938,rv,Biden,66,34,100
2021-07-10,1500,a,Biden,52,38,90
2021-07-13,1000,lv,Biden,56,42,98
2021-07-13,1715,a,Biden,57,32,89
2021-07-13,615,a,Biden,85,9,94
2021-07-15,1500,a,Biden,56,33,89
2021-07-15,1990,rv,Biden,55,40,95
2021-07-15,1000,rv,Biden,60,35,95
2021-07-15,1308,a,Biden,66,33,99
2021-07-15,615,a,Biden,90,8,98
2021-07-16,674,rv,Biden,26,69,95
2021-07-16,1997,rv,Biden,56,38,94
2021-07-16,766,rv,Biden,86,10,96
2021-07-17,1100,a,Biden,60,35,95
2021-07-17,1500,a,Biden,52,36,88
2021-07-19,1143,rv,Biden,59,37,96
2021-07-20,949,rv,Biden,67,33,100
2021-07-24,1500,a,Biden,48,38,86
2021-07-24,802,a,Biden,53,38,91
2021-07-27,1290,a,Biden,53,40,93
2021-07-28,1322,a,Biden,53,28,81
2021-07-29,1000,rv,Biden,56,41,97
2021-07-30,1552,a,Biden,51,40,91
2021-07-31,843,a,Biden,85,11,96
2021-07-31,2200,a,Biden,56,37,93
2021-07-31,1998,rv,Biden,56,41,97
2021-07-31,712,rv,Biden,27,71,98
2021-07-31,763,rv,Biden,86,11,97
2021-07-31,650,a,Biden,28,66,94
2021-07-31,707,a,Biden,47,40,87
2021-07-31,1500,a,Biden,51,39,90
2021-08-02,1275,a,Biden,52,44,96
2021-08-02,1500,rv,Biden,51,28,79
2021-08-03,1606,rv,Biden,59,35,94
2021-08-03,763,a,Biden,53,47,100
2021-08-03,2119,a,Biden,56,44,100
2021-08-03,615,a,Biden,16,84,100
2021-08-03,742,a,Biden,92,8,100
2021-08-04,1103,rv,Biden,62,38,100
2021-08-07,1002,rv,Biden,54,42,96
2021-08-07,1500,a,Biden,47,43,90
2021-08-12,1729,a,Biden,54,45,99
2021-08-12,674,a,Biden,21,79,100
2021-08-12,795,a,Biden,86,14,100
2021-08-12,800,lv,Biden,53,40,93
2021-08-12,1001,rv,Biden,54,43,97
2021-08-13,1999,rv,Biden,53,42,95
2021-08-13,1016,rv,Biden,54,41,95
2021-08-13,4427,a,Biden,55,39,94
2021-08-13,1531,a,Biden,24,73,97
2021-08-13,698,rv,Biden,21,76,97
2021-08-13,802,rv,Biden,83,11,94
2021-08-13,2033,a,Biden,86,11,97
2021-08-14,1500,a,Biden,47,42,89
2021-08-14,1000,a,Biden,53,44,97
2021-08-16,1649,a,Biden,51,41,92
2021-08-17,992,rv,Biden,58,38,96
2021-08-17,1100,a,Biden,57,38,95
2021-08-19,2201,a,Biden,51,41,92
2021-08-19,677,a,Biden,18,76,94
2021-08-19,828,a,Biden,84,11,95
2021-08-19,696,a,Biden,45,42,87
2021-08-19,1000,rv,Biden,50,45,95
2021-08-20,711,rv,Biden,65,35,100
2021-08-20,2846,rv,Biden,61,39,100
2021-08-20,1025,rv,Biden,28,72,100
2021-08-20,1053,rv,Biden,91,9,100
2021-08-21,1500,a,Biden,47,41,88
2021-08-26,1145,rv,Biden,55,41,96
2021-08-26,1002,rv,Biden,54,43,97
2021-08-26,1241,a,Biden,55,41,96
2021-08-26,21079,a,Biden,49,31,80
2021-08-27,1003,a,Biden,55,38,93
2021-08-28,1997,rv,Biden,52,44,96
2021-08-28,721,rv,Biden,20,75,95
2021-08-28,777,rv,Biden,86,11,97
2021-08-28,1500,a,Biden,46,43,89
2021-08-29,1006,a,Biden,52,41,93
2021-08-30,1605,a,Biden,48,41,89
2021-08-30,1775,rv,Biden,53,47,100
2021-09-04,1500,a,Biden,49,31,80
2021-09-04,1500,a,Biden,42,45,87
2021-09-07,1411,a,Biden,56,43,99
2021-09-08,1803,rv,Biden,57,43,100
2021-09-08,723,rv,Biden,87,13,100
2021-09-09,995,rv,Biden,52,44,96
2021-09-10,1210,a,Biden,48,49,97
2021-09-10,958,rv,Biden,59,41,100
2021-09-12,1500,a,Biden,47,44,91
2021-09-12,1002,rv,Biden,55,44,99
2021-09-14,3201,a,Biden,47,44,91
2021-09-14,769,a,Biden,18,78,96
2021-09-14,1092,a,Biden,81,13,94
2021-09-14,956,a,Biden,41,50,91
2021-09-15,1005,a,Biden,48,46,94
2021-09-16,728,a,Biden,59,41,100
2021-09-16,2508,a,Biden,56,42,98
2021-09-16,737,a,Biden,16,84,100
2021-09-16,813,a,Biden,90,10,100
2021-09-17,1100,a,Biden,59,37,96
2021-09-17,1005,rv,Biden,53,42,95
2021-09-18,1998,rv,Biden,49,45,94
2021-09-18,650,rv,Biden,17,80,97
2021-09-18,775,rv,Biden,80,14,94
2021-09-18,1500,a,Biden,46,42,88
2021-09-19,1500,a,Biden,49,28,77
2021-09-23,1099,a,Biden,57,43,100
2021-09-23,1000,rv,Biden,51,47,98
2021-09-24,1101,a,Biden,57,42,99
2021-09-26,1500,a,Biden,43,46,89
2021-09-27,935,rv,Biden,52,37,89
2021-09-29,1308,a,Biden,45,32,77
2021-10-01,1326,a,Biden,48,50,98
2021-10-01,1640,a,Biden,47,44,91
2021-10-02,694,rv,Biden,19,79,98
2021-10-02,745,rv,Biden,82,13,95
2021-10-02,1998,rv,Biden,49,46,95
2021-10-03,1500,a,Biden,45,45,90
2021-10-05,1500,rv,Biden,46,32,78
2021-10-05,601,rv,Biden,77,6,83
2021-10-07,1001,rv,Biden,52,45,97
2021-10-09,1500,a,Biden,45,46,91
2021-10-11,1200,rv,Biden,51,43,94
2021-10-13,915,a,Biden,46,44,90
2021-10-14,800,a,Biden,50,45,95
2021-10-15,1098,rv,Biden,55,42,97
2021-10-16,1003,rv,Biden,51,46,97
2021-10-16,1998,rv,Biden,49,45,94
2021-10-16,693,rv,Biden,19,78,97
2021-10-16,777,rv,Biden,82,14,96
2021-10-16,1500,a,Biden,43,45,88
2021-10-17,1500,rv,Biden,50,32,82
2021-10-17,1100,a,Biden,52,44,96
2021-10-17,1000,rv,Biden,51,45,96
2021-10-19,1704,a,Biden,45,45,90
2021-10-20,2727,rv,Biden,45,40,85
2021-10-20,981,rv,Biden,18,71,89
2021-10-20,1010,rv,Biden,77,9,86
2021-10-20,682,rv,Biden,37,45,82
2021-10-21,1083,a,Biden,54,45,99
2021-10-22,1001,rv,Biden,50,47,97
2021-10-23,1000,a,Biden,51,47,98
2021-10-24,1500,a,Biden,45,45,90
2021-10-24,1990,rv,Biden,47,47,94
2021-10-27,1688,rv,Biden,50,44,94
2021-10-27,607,rv,Biden,23,72,95
2021-10-27,635,rv,Biden,82,14,96
2021-10-30,1500,a,Biden,45,46,91
2021-10-30,1996,rv,Biden,49,44,93
2021-10-30,713,rv,Biden,21,74,95
2021-10-30,724,rv,Biden,80,16,96
2021-10-31,1500,rv,Biden,49,36,85
2021-11-01,800,lv,Biden,51,46,97
2021-11-01,815,a,Biden,49,49,98
2021-11-03,1000,rv,Biden,43,50,93
2021-11-04,1003,rv,Biden,52,45,97
2021-11-04,1673,a,Biden,48,43,91
2021-11-06,1500,a,Biden,44,44,88
2021-11-07,1001,a,Biden,47,49,96
2021-11-08,1820,a,Biden,44,48,92
2021-11-11,1378,a,Biden,45,50,95
2021-11-12,1013,rv,Biden,52,43,95
2021-11-13,1998,rv,Biden,48,47,95
2021-11-13,686,rv,Biden,14,81,95
2021-11-13,781,rv,Biden,79,16,95
2021-11-14,1500,a,Biden,45,48,93
2021-11-14,1003,rv,Biden,48,49,97
2021-11-15,1500,rv,Biden,45,37,82
2021-11-17,1696,a,Biden,47,46,93
2021-11-17,1100,a,Biden,47,48,95
2021-11-18,1000,rv,Biden,51,46,97
2021-11-20,1500,a,Biden,43,47,90
2021-11-27,1500,a,Biden,44,44,88
2021-11-30,1172,a,Biden,50,44,94
2021-12-01,1301,a,Biden,43,36,79
2021-12-01,800,a,Biden,46,48,94
2021-12-02,1089,a,Biden,57,42,99
2021-12-03,1000,rv,Biden,51,46,97
2021-12-04,2000,rv,Biden,50,45,95
2021-12-04,687,rv,Biden,19,78,97
2021-12-04,785,rv,Biden,84,13,97
2021-12-04,1500,a,Biden,42,47,89
2021-12-05,1500,rv,Biden,41,40,81
2021-12-05,1000,lv,Biden,42,55,97
2021-12-08,1200,rv,Biden,45,48,93
2021-12-08,1256,a,Biden,54,45,99
2021-12-09,1020,rv,Biden,52,43,95
2021-12-09,1558,a,Biden,45,45,90
2021-12-11,1002,rv,Biden,47,49,96
2021-12-12,1500,a,Biden,43,46,89
2021-12-13,4407,a,Biden,52,43,95
2021-12-13,1592,a,Biden,23,75,98
2021-12-13,2048,a,Biden,81,17,98
2021-12-13,1990,rv,Biden,47,47,94
2021-12-17,777,lv,Biden,51,46,97
2021-12-17,1100,a,Biden,50,46,96
2021-12-17,1895,rv,Biden,45,55,100
2021-12-18,1500,rv,Biden,44,38,82
2021-12-18,1998,rv,Biden,48,47,95
2021-12-18,708,rv,Biden,17,78,95
2021-12-18,759,rv,Biden,85,12,97
2021-12-19,1500,a,Biden,42,47,89
2021-12-27,1000,rv,Biden,47,47,94
2022-01-02,1500,a,Biden,42,47,89
2022-01-02,1000,rv,Biden,49,42,91
2022-01-04,1200,a,Biden,44,50,94
2022-01-05,1308,a,Biden,41,39,80
2022-01-06,1000,rv,Biden,49,47,96
2022-01-06,1000,rv,Biden,44,52,96
2022-01-07,1313,a,Biden,39,55,94
2022-01-08,2000,rv,Biden,44,51,95
2022-01-08,1500,rv,Biden,41,40,81
2022-01-08,771,rv,Biden,78,20,98
2022-01-08,719,rv,Biden,15,83,98
2022-01-08,1500,a,Biden,43,48,91
2022-01-10,1013,rv,Biden,46,54,100
2022-01-10,1527,a,Biden,45,54,99
2022-01-13,1161,a,Biden,45,54,99
2022-01-13,1161,a,Biden,45,54,99
2022-01-14,1000,a,Biden,44,53,97
2022-01-15,1500,a,Biden,40,51,91
2022-01-16,1001,rv,Biden,46,52,98
2022-01-17,1100,a,Biden,40,55,95
2022-01-19,1815,rv,Biden,44,50,94
2022-01-19,718,rv,Biden,20,76,96
2022-01-19,672,rv,Biden,71,23,94
2022-01-20,1000,rv,Biden,50,48,98
2022-01-20,1568,a,Biden,43,50,93
2022-01-21,1029,rv,Biden,51,46,97
2022-01-22,2005,rv,Biden,44,50,94
2022-01-22,758,rv,Biden,75,20,95
2022-01-22,1500,a,Biden,38,51,89
2022-01-22,712,rv,Biden,16,80,96
2022-01-29,1500,a,Biden,41,50,91
2022-01-29,1500,a,Biden,44,47,91
2022-01-31,4404,a,Biden,47,48,95
2022-01-31,1663,a,Biden,20,77,97
2022-01-31,2015,a,Biden,75,22,97
2022-02-01,1008,a,Biden,47,52,99
2022-02-02,1355,a,Biden,37,40,77
2022-02-03,1628,a,Biden,43,50,93
2022-02-03,1000,rv,Biden,48,48,96
2022-02-03,800,lv,Biden,50,44,94
2022-02-05,747,rv,Biden,17,81,98
2022-02-05,762,rv,Biden,76,20,96
2022-02-05,2005,rv,Biden,45,50,95
2022-02-06,1500,rv,Biden,42,38,80
2022-02-10,1321,a,Biden,43,53,96
2022-02-12,1500,a,Biden,40,49,89
2022-02-15,1000,rv,Biden,48,44,92
2022-02-15,1264,a,Biden,47,49,96
2022-02-16,1000,rv,Biden,46,48,94
2022-02-17,1100,a,Biden,44,51,95
2022-02-17,1770,rv,Biden,48,49,97
2022-02-17,655,rv,Biden,15,83,98
2022-02-17,761,rv,Biden,81,17,98
2022-02-19,1500,a,Biden,42,48,90
2022-02-19,1001,rv,Biden,47,51,98
2022-02-19,689,rv,Biden,17,80,97
2022-02-19,2005,rv,Biden,45,48,93
2022-02-19,803,rv,Biden,76,18,94
2022-02-19,1078,rv,Biden,51,44,95
2022-02-20,1011,a,Biden,44,50,94
2022-02-23,1500,rv,Biden,45,32,77
2022-02-23,2026,rv,Biden,44,50,94
2022-02-23,729,rv,Biden,18,78,96
2022-02-23,750,rv,Biden,73,24,97
2022-02-24,1532,a,Biden,44,47,91
2022-02-26,1500,a,Biden,46,44,90
2022-03-01,1322,a,Biden,55,43,98
2022-03-01,1017,a,Biden,53,47,100
2022-03-02,1318,a,Biden,43,36,79
2022-03-03,1000,rv,Biden,52,45,97
2022-03-04,2005,rv,Biden,49,45,94
2022-03-04,683,rv,Biden,19,76,95
2022-03-04,794,rv,Biden,81,12,93
2022-03-05,1500,a,Biden,47,43,90
2022-03-08,1500,rv,Biden,47,34,81
2022-03-08,603,rv,Biden,74,10,84
2022-03-10,1623,a,Biden,47,44,91
2022-03-10,1936,a,Biden,49,44,93
2022-03-10,697,a,Biden,47,45,92
2022-03-11,622,a,Biden,56,42,98
2022-03-11,2000,rv,Biden,50,50,100
2022-03-12,1500,a,Biden,43,46,89
2022-03-15,1002,a,Biden,47,44,91
2022-03-17,1100,a,Biden,46,49,95
2022-03-17,1000,rv,Biden,50,45,95
2022-03-17,1082,a,Biden,53,46,99
2022-03-18,1050,lv,Biden,51,43,94
2022-03-18,2005,rv,Biden,49,46,95
2022-03-18,729,rv,Biden,16,80,96
2022-03-18,741,rv,Biden,82,14,96
2022-03-18,1004,rv,Biden,50,48,98
2022-03-18,1000,a,Biden,51,46,97
2022-03-19,1500,a,Biden,45,44,89
2022-03-20,1500,rv,Biden,47,35,82
2022-03-26,1500,a,Biden,44,46,90
2022-03-31,1436,a,Biden,48,47,95
2022-03-31,1618,a,Biden,47,44,91
2022-03-31,998,rv,Biden,51,45,96
2022-04-01,1990,rv,Biden,44,51,95
2022-04-02,1500,a,Biden,43,45,88
2022-04-03,1500,rv,Biden,48,35,83
2022-04-06,1308,a,Biden,46,33,79
2022-04-09,1500,a,Biden,49,41,90
2022-04-14,997,rv,Biden,52,45,97
2022-04-14,1085,a,Biden,50,49,99
2022-04-15,2005,rv,Biden,49,43,92
2022-04-15,687,rv,Biden,16,79,95
2022-04-15,782,rv,Biden,79,11,90
2022-04-16,1500,a,Biden,44,44,88
2022-04-18,1500,rv,Biden,45,36,81
2022-04-18,1100,a,Biden,44,49,93
2022-04-18,1001,lv,Biden,52,43,95
2022-04-19,1377,a,Biden,53,42,95
2022-04-19,1605,a,Biden,48,43,91
2022-04-20,1699,rv,Biden,52,43,95
2022-04-20,708,rv,Biden,25,73,98
2022-04-20,727,rv,Biden,83,14,97
2022-04-21,1554,a,Biden,46,48,94
2022-04-24,1004,a,Biden,51,43,94
2022-04-26,1500,a,Biden,45,43,88
2022-04-28,1003,rv,Biden,49,47,96
2022-04-28,1007,a,Biden,51,48,99
2022-04-28,999,rv,Biden,52,45,97
2022-04-29,2000,rv,Biden,47,48,95
2022-04-29,713,rv,Biden,18,80,98
2022-04-29,774,rv,Biden,80,16,96
2022-04-30,1500,a,Biden,46,43,89
2022-05-01,1500,rv,Biden,45,35,80
2022-05-03,1577,a,Biden,47,45,92
2022-05-04,1320,a,Biden,42,35,77
2022-05-05,1000,a,Biden,59,35,94
2022-05-08,1500,a,Biden,44,44,88
2022-05-12,1586,a,Biden,48,47,95
2022-05-12,634,a,Biden,48,47,95
2022-05-12,1172,a,Biden,53,47,100
2022-05-13,2005,rv,Biden,49,46,95
2022-05-13,693,rv,Biden,17,77,94
2022-05-13,748,rv,Biden,81,15,96
2022-05-15,1500,a,Biden,45,43,88
2022-05-17,1500,rv,Biden,46,33,79
2022-05-17,1100,a,Biden,41,52,93
2022-05-18,1963,rv,Biden,52,43,95
2022-05-18,720,rv,Biden,26,70,96
2022-05-18,709,rv,Biden,83,14,97
2022-05-19,1573,a,Biden,47,46,93
2022-05-19,607,a,Biden,75,20,95
2022-05-19,998,rv,Biden,49,47,96
2022-05-20,1020,lv,Biden,54,40,94
2022-05-21,1500,a,Biden,44,44,88
2022-05-28,1500,a,Biden,43,44,87
2022-05-30,613,rv,Biden,72,11,83
2022-05-30,1500,rv,Biden,43,36,79
2022-06-03,1576,a,Biden,47,46,93
2022-06-04,2006,rv,Biden,47,46,93
2022-06-04,712,rv,Biden,16,80,96
2022-06-04,687,rv,Biden,78,15,93
2022-06-04,607,rv,Biden,47,40,87
2022-06-04,1500,a,Biden,44,42,86
2022-06-09,998,rv,Biden,50,47,97
2022-06-10,1541,a,Biden,46,46,92
2022-06-11,1500,a,Biden,44,43,87
2022-06-15,1500,rv,Biden,39,37,76
2022-06-17,1030,lv,Biden,52,41,93
2022-06-17,2004,rv,Biden,48,45,93
2022-06-17,715,rv,Biden,19,75,94
2022-06-17,755,rv,Biden,80,16,96
2022-06-17,1524,a,Biden,50,44,94
2022-06-18,1500,a,Biden,44,43,87
2022-06-23,1053,a,Biden,53,45,98
2022-06-23,1200,rv,Biden,50,46,96
2022-06-24,1630,a,Biden,45,43,88
2022-06-29,1311,rv,Biden,50,44,94
2022-07-06,1643,a,Biden,42,35,77
2022-07-08,2005,rv,Biden,48,47,95
2022-07-08,708,rv,Biden,16,77,93
2022-07-08,792,rv,Biden,78,19,97
2022-07-08,1672,a,Biden,47,42,89
2022-07-09,1500,rv,Biden,41,35,76
2022-07-14,1523,a,Biden,50,43,93
2022-07-14,1002,rv,Biden,52,43,95
2022-07-15,1022,lv,Biden,52,42,94
2022-07-16,1500,a,Biden,42,44,86
2022-07-22,2006,rv,Biden,46,48,94
2022-07-22,688,rv,Biden,15,79,94
2022-07-22,734,rv,Biden,79,15,94
2022-07-27,1885,rv,Biden,48,47,95
2022-07-27,679,rv,Biden,23,74,97
2022-07-27,697,rv,Biden,79,18,97
2022-07-28,1557,a,Biden,46,44,90
2022-07-28,1007,rv,Biden,51,46,97
2022-07-29,1500,rv,Biden,43,32,75
2022-08-02,1335,a,Biden,42,37,79
2022-08-03,1000,a,Biden,38,42,80
2022-08-05,665,a,Biden,56,44,100
2022-08-05,2005,rv,Biden,49,46,95
2022-08-05,696,rv,Biden,17,78,95
2022-08-05,751,rv,Biden,83,14,97
2022-08-07,1500,a,Biden,43,45,88
2022-08-11,1000,rv,Biden,51,46,97
2022-08-13,1500,a,Biden,47,43,90
2022-08-17,1500,rv,Biden,42,36,78
2022-08-17,605,rv,Biden,70,14,84
2022-08-18,1563,a,Biden,46,44,90
2022-08-19,2005,rv,Biden,49,46,95
2022-08-19,707,rv,Biden,18,78,96
2022-08-19,791,rv,Biden,81,16,97
2022-08-19,1054,lv,Biden,51,44,95
2022-08-20,1500,a,Biden,45,42,87
2022-08-25,1584,a,Biden,50,45,95
2022-08-26,1000,rv,Biden,50,46,96
2022-08-28,1500,rv,Biden,46,37,83
2022-08-28,603,rv,Biden,76,11,87
2022-08-28,1500,a,Biden,45,44,89
2022-09-01,2523,a,Biden,53,44,97
2022-09-02,1634,a,Biden,46,42,88
2022-09-03,1982,a,Biden,55,44,99
2022-09-03,634,a,Biden,23,77,100
2022-09-03,654,a,Biden,87,13,100
2022-09-03,694,a,Biden,55,45,100
2022-09-06,1003,a,Biden,52,41,93
2022-09-07,1854,rv,Biden,49,44,93
2022-09-07,672,rv,Biden,78,16,94
2022-09-07,1277,a,Biden,45,34,79
2022-09-07,667,rv,Biden,24,73,97
2022-09-08,1001,rv,Biden,53,44,97
2022-09-09,2006,rv,Biden,49,45,94
2022-09-09,681,rv,Biden,14,78,92
2022-09-09,793,rv,Biden,83,14,97
2022-09-09,1054,a,Biden,55,43,98
2022-09-14,1500,rv,Biden,43,37,80
2022-09-14,603,rv,Biden,72,13,85
2022-09-16,1056,lv,Biden,51,43,94
2022-09-21,806,a,Biden,50,47,97
2022-09-22,997,rv,Biden,51,45,96
2022-09-23,2005,rv,Biden,47,46,93
2022-09-23,740,rv,Biden,19,76,95
2022-09-23,751,rv,Biden,88,16,104
2022-09-23,1556,a,Biden,47,43,90
2022-10-06,1121,a,Biden,55,44,99
2022-10-06,1000,rv,Biden,51,45,96
2022-10-07,777,rv,Biden,82,13,95
2022-10-07,2006,rv,Biden,50,44,94
2022-10-07,686,rv,Biden,21,75,96
2022-10-12,1500,rv,Biden,43,35,78
2022-10-12,2010,rv,Biden,51,45,96
2022-10-12,724,rv,Biden,25,72,97
2022-10-12,744,rv,Biden,82,16,98
2022-10-13,1629,a,Biden,48,42,90
2022-10-20,1000,rv,Biden,52,44,96
2022-10-24,1014,lv,Biden,49,46,95
2022-10-27,1641,a,Biden,47,42,89
2022-11-03,2210,a,Biden,48,43,91
2022-11-03,677,a,Biden,15,78,93
2022-11-03,878,a,Biden,82,13,95
2022-11-03,655,a,Biden,35,48,83
2022-11-10,2210,a,Biden,49,42,91
2022-11-10,683,a,Biden,17,77,94
2022-11-10,896,a,Biden,80,14,94
2022-11-10,631,a,Biden,39,45,84
2022-11-17,2210,a,Biden,47,45,92
2022-11-17,674,a,Biden,16,79,95
2022-11-17,885,a,Biden,81,13,94
2022-11-17,651,a,Biden,35,50,85
2022-11-17,1036,lv,Biden,49,44,93
2022-11-18,2018,rv,Biden,50,44,94
2022-11-18,717,rv,Biden,19,75,94
2022-11-18,792,rv,Biden,80,16,96
2022-11-19,1500,a,Biden,38,38,76
